Metric: Kerr (a = 0.990000, using normal r coord); Source: No source; Terminations: Horizon (stop at 1.010000x(horizon radius)), Boundary sphere (R = 1000.000000), Time out (max integration steps: 1000000), ; ViewScreen position: ( 0.000000, 1000.000000, 0.296697, 0.000000 ), screen size: ( 15.000000, 15.000000 ), Mesh: square subdivision (initial pixels: 200^2; max subdivision: 7; pixels subdivided per iteration: 2000; max total pixels: infinite; if pixel is initially subdivided, will continue to max: 0)
8336 5670  0
9158 2836  2
2802 6644  2
3122 7656  0
5110 4900  0
10520 7126  0
5414 2870  0
9902 2516  3
4914 5158  0
8338 5670  0
10264 3866  2
4774 2004  1
10868 5046  4
4756 5462  0
4916 5158  0
5416 2870  0
10522 7124  0
3124 7650  0
5110 4902  0
8340 5670  0
4758 5460  0
4916 5154  0
10522 7126  0
5414 2872  0
9900 2518  1
9158 2838  4
3126 7648  0
4590 9848  3
5112 4902  0
2800 6658  2
10870 5046  4
8338 5672  0
4758 5462  0
4918 5152  0
10524 7126  0
5418 2868  0
3126 7650  0
5110 4904  0
8340 5698  0
9960 8398  0
4918 5154  0
10522 7128  0
5418 2870  0
9160 2838  2
3128 7650  0
9902 2518  1
4590 9850  3
5104 7350  0
2802 6656  2
10872 5046  4
8342 5696  0
9962 8396  0
4920 5154  0
10516 7130  0
5420 2870  0
3126 7652  0
5106 7348  0
10518 7128  0
9962 8398  0
4918 5156  0
5418 2872  0
8342 5698  0
9904 2518  3
3126 7654  0
9158 2840  4
4592 9850  3
5106 7350  0
4896 5174  0
10518 7130  0
9964 8398  0
2802 6658  2
10870 5048  4
3128 7654  0
8344 5698  0
10520 7130  0
9962 8400  0
4898 5172  0
2792 6382  2
5108 7350  0
9902 2520  1
3126 7656  0
9162 2836  2
4590 9852  1
8342 5700  0
9964 8394  0
4898 5174  0
10518 7132  0
10874 5044  2
3124 7658  0
5106 7352  0
2804 6658  4
9966 8392  0
8340 5702  0
4900 5174  0
10512 7142  0
2794 6380  2
3126 7658  0
9162 2838  2
9906 2516  3
4588 9854  1
5110 7348  0
9966 8394  0
4898 5176  0
10514 7140  0
8342 5702  0
3128 7658  0
9968 8394  0
4904 5174  0
10514 7142  0
5110 7350  0
10874 5046  2
2802 6660  2
3126 7660  0
4590 9854  1
9164 2838  2
2794 6382  2
8344 5702  0
9906 2518  3
9966 8396  0
4906 5174  0
10516 7142  0
5112 7350  0
5732 7794  0
9172 3330  0
10512 4402  0
9966 8398  0
4908 5174  0
8342 5704  0
10514 7144  0
5110 7352  0
9174 3328  0
5734 7792  0
4592 9854  1
10876 5046  2
9908 2518  3
2796 6382  4
9968 8398  0
4906 5176  0
10514 4400  0
10516 7138  0
8346 5700  0
5108 7354  0
9174 3330  0
5734 7794  0
9966 8400  0
4900 5178  0
10518 7136  0
10514 4402  0
8346 5702  0
5110 7354  0
9176 3330  0
5734 7796  0
4752 5478  0
4902 5176  0
4656 2054  3
4590 9856  1
2794 6384  2
10518 7138  0
10874 5048  2
10516 4402  0
8348 5702  0
9174 3332  0
4754 5476  0
4902 5178  0
5112 7354  0
10520 7138  0
10514 4404  0
8346 5704  0
9172 3334  0
4754 5478  0
4904 5178  0
5110 7356  0
9764 2422  1
4658 2052  3
2792 6374  2
10518 7140  0
4594 9852  3
2864 5622  4
5616 2786  0
9174 3334  0
8352 6422  0
4756 5478  0
4902 5180  0
5106 9556  0
10518 7142  0
5618 2784  0
9176 3334  0
9964 8390  0
8354 6422  0
4916 7106  0
10520 7142  0
9766 2420  1
4658 2054  3
2794 6372  2
5106 9558  0
4594 9854  1
5618 2786  0
9174 3336  0
9966 8388  0
2866 5622  4
4918 7104  0
8356 6422  0
10518 7144  0
5108 9558  0
9178 3332  0
9966 8390  0
4918 7106  0
5620 2786  0
10496 7190  0
8354 6424  0
4660 2054  3
4596 9854  3
5106 9560  0
2794 6374  2
9766 2422  1
9178 3334  0
4752 6790  0
4920 7106  0
10498 7188  0
5618 2788  0
8336 6470  0
5110 9556  0
2868 5622  4
9180 3334  0
4754 6788  0
10498 7190  0
4918 7108  0
4662 2052  3
8338 6468  0
4594 9856  1
5110 9558  0
4024 8646  0
2796 6374  4
9768 2422  1
4754 6790  0
10500 7190  0
4916 7110  0
9200 9890  3
7268 4410  0
8338 6470  0
5112 9558  0
4026 8644  0
2866 5624  4
4756 6790  0
10498 7192  0
4918 7110  0
4662 2054  1
7270 4408  0
8340 6470  0
4026 8646  0
5110 9560  0
4754 6792  0
5798 10288  0
2794 6376  2
10504 7190  0
9766 2424  1
4920 7110  0
7270 4410  0
9202 9888  3
8338 6472  0
4028 8646  0
5108 9562  0
4758 6788  0
5798 10290  0
5428 2866  0
10506 7190  0
4918 7112  0
7272 4410  0
4664 2054  1
4026 8648  0
8340 6466  0
4758 6790  0
5110 9562  0
5800 10290  0
5430 2864  0
4922 7108  0
10508 7190  0
9700 3254  4
7270 4412  0
9202 9890  3
4030 8644  0
4760 6790  0
8342 6464  0
4922 7110  0
5430 2866  0
10506 7192  0
5112 9562  0
5798 10292  0
7268 4414  0
4662 2056  1
4030 8646  0
5752 2438  0
4924 7110  0
10500 7194  0
5432 2866  0
8342 6466  0
5110 9564  0
5800 10294  0
9702 3252  2
7270 4414  0
4032 8646  0
5754 2436  0
4948 7154  0
10502 7192  0
5430 2868  0
9204 9890  3
5802 10292  0
8344 6466  0
7270 4416  0
4656 2870  2
9188 3346  0
5754 2438  0
4950 7152  0
5424 4614  0
10502 7194  0
5802 10294  0
2796 6538  2
8342 6468  0
9702 3254  4
9190 3346  0
5756 2438  0
4950 7154  0
5426 4612  0
10504 7194  0
9202 9892  3
5804 10294  0
8342 6470  0
4586 9844  3
9190 3348  0
5754 2440  0
4952 7154  0
4658 2868  2
5426 4614  0
10502 7196  0
5618 4496  0
5802 10296  0
2798 6536  4
8344 6470  0
9704 3254  2
9192 3350  0
4950 7156  0
5758 2436  0
5428 4614  0
10496 8342  0
5618 4498  0
4272 3286  0
8342 6472  0
4586 9846  3
9194 3350  0
4948 7158  0
5758 2438  0
5430 4612  0
4658 2870  2
10498 8340  0
5620 4498  0
4274 3286  0
9194 3352  0
4950 7158  0
2798 6538  4
8340 6474  0
5430 4614  0
5760 2438  0
9702 3256  4
10498 8342  0
5618 4500  0
4276 3286  0
4952 7158  0
9168 9238  0
5432 4614  0
4588 9846  3
5758 2440  0
8342 6474  0
10500 8342  0
4660 2870  2
9648 3778  0
4274 3288  0
4950 7160  0
9170 9236  0
5430 4616  0
4774 9812  0
2800 6538  4
10498 8344  0
9718 3264  2
8344 6474  0
9650 3776  0
5232 2646  0
4954 7156  0
9170 9238  0
5434 4612  0
4774 9814  0
10260 3874  4
10504 8342  0
4660 2866  2
8336 6486  0
9650 3778  0
4954 7158  0
5434 4614  0
9172 9238  0
5234 2646  0
4776 9814  0
10506 8342  0
9718 3266  2
8338 6486  0
2798 6540  4
9652 3778  0
4956 7158  0
5436 4614  0
9176 9238  0
5236 2646  0
10262 3874  4
10508 8342  0
4662 2864  2
8340 6486  0
9650 3780  0
5434 4616  0
9178 9238  0
4752 9958  1
5234 2648  0
10506 8344  0
9720 3266  2
8338 6488  0
2796 6542  2
9180 9238  0
4048 2414  4
5238 2640  0
10500 8346  0
10264 3874  4
4662 2866  2
8342 6482  0
9178 9240  0
9548 11114  3
10400 8690  1
4754 9956  3
10502 8344  0
5238 2642  0
9718 3268  4
8344 6482  0
