Metric: Kerr (a = 0.990000, using normal r coord); Source: No source; Terminations: Horizon (stop at 1.010000x(horizon radius)), Boundary sphere (R = 1000.000000), Time out (max integration steps: 1000000), ; ViewScreen position: ( 0.000000, 1000.000000, 0.296697, 0.000000 ), screen size: ( 15.000000, 15.000000 ), Mesh: square subdivision (initial pixels: 200^2; max subdivision: 7; pixels subdivided per iteration: 2000; max total pixels: infinite; if pixel is initially subdivided, will continue to max: 0)
8809 3081  -2
10801 7914  2
3217 6569  -2
10089 9104  3
5088 1865  2
8697 10178  3
10769 7752  -3
5689 1673  2
9465 3584  -1
3553 4712  -2
7114 10017  -1
5369 7586  -1
8810 3081  -2
3712 8809  -3
5360 7577  -1
10769 7753  -3
9465 3585  -1
7113 10018  -1
3713 8808  -3
3553 4713  -2
8809 3082  -2
3218 6569  -1
10770 7753  -3
9466 3585  -1
5361 7576  0
5690 1673  2
3713 8809  -3
5089 1864  2
3217 6570  -2
8808 9489  -1
3554 4713  -1
10089 9105  3
8712 10169  3
10769 7754  -3
5361 7577  0
9465 3586  -1
3714 8809  -3
3216 6553  -2
1792 6505  1
8809 9488  -1
3553 4714  -2
9456 3577  -1
5362 7577  0
3713 8810  -3
5689 1674  2
3217 6552  -1
5089 1865  2
8809 9489  -1
10090 9105  3
3600 7977  -2
5361 7578  -1
9457 3576  -2
10760 8009  3
8713 10168  3
3720 8817  -3
3217 6553  -1
1793 6504  2
8810 9489  -1
5360 4665  -1
9457 3577  -1
3601 7976  -2
3721 8816  -2
3218 6553  -1
5090 1865  2
5656 11761  2
5361 4664  -1
8809 9490  -1
9458 3577  -2
10089 9106  3
10761 8008  3
3601 7977  -2
3217 6554  -1
3721 8817  -2
8713 10169  3
1793 6505  2
5361 4665  -1
9457 3578  -1
3208 6425  -2
7464 7673  0
3602 7977  -1
5089 1866  2
3722 8817  -2
5657 11760  2
5362 4665  0
4440 9081  -1
3209 6424  -2
10761 8009  3
2376 9201  1
7465 7672  0
3721 8818  -3
3601 7978  -2
1794 6505  2
5361 4666  0
8714 10169  3
4441 9080  -1
3209 6425  -2
5128 2601  2
7465 7673  0
5657 11761  2
4441 9081  -1
3210 6425  -1
10762 8009  2
4128 3289  2
2377 9200  1
7466 7673  0
5376 2489  2
1793 6506  2
4442 9081  -1
3209 6426  -2
3568 8841  2
5129 2600  2
8713 10170  3
5658 11761  2
7144 2561  -2
7465 7674  0
4441 9082  -1
3208 6361  -2
10761 8010  2
7145 2560  -2
4129 3288  2
5377 2488  2
4360 3577  -2
3209 6360  -1
2377 9201  1
5129 2601  3
3569 8840  2
7145 2561  -2
3209 6361  -1
5657 11762  1
4361 3576  -2
8704 2585  3
10760 10049  2
10144 3721  3
7146 2561  -2
4129 3289  2
5377 2489  2
3210 6361  -1
4361 3577  -2
5130 2601  3
2378 9201  1
7145 2562  -1
3209 6362  -1
4362 3577  -2
5624 11753  2
3569 8841  2
10761 10048  2
8705 2584  2
10145 3720  3
7136 4361  -1
4361 3578  -2
3208 6369  -2
5378 2489  3
4130 3289  2
5129 2602  3
7137 4360  -1
2377 9202  1
3209 6368  -1
5625 11752  2
3570 8841  2
10761 10049  2
8705 2585  2
5104 4905  -1
10145 3721  3
7137 4361  -1
3209 6369  -1
4392 3065  3
5377 2490  3
4129 3290  2
5105 4904  -1
7138 4361  -1
3210 6369  -1
8880 1929  2
5304 10105  -2
5625 11753  2
10762 10049  2
5105 4905  0
3569 8842  2
8706 2585  2
7137 4362  -1
3209 6370  -1
10146 3721  3
4393 3064  3
5305 10104  -2
10856 5001  3
5106 4905  0
7144 7825  0
3208 6233  -2
5626 11753  2
8881 1928  1
5305 10105  -2
5105 4906  0
10761 10050  2
7145 7824  0
8705 2586  3
3209 6232  -1
3592 8873  2
10145 3722  3
4393 3065  3
5306 10105  -2
10857 5000  3
5096 4913  -1
10824 5137  -2
7145 7825  0
3209 6233  -1
9976 8377  -1
5305 10106  -3
5625 11754  2
5097 4912  -1
8881 1929  2
10825 5136  -3
7146 7825  0
3210 6233  -1
9977 8376  -1
5296 9657  -1
4394 3065  3
9672 9401  -3
3593 8872  3
5097 4913  -1
10152 3729  3
10825 5137  -3
7145 7826  0
3209 6234  -1
10857 5001  3
9977 8377  -1
5297 9656  -1
5098 4913  0
10826 5137  -3
9673 9400  -3
8882 1929  2
3208 6241  -2
7144 10017  -2
5297 9657  -1
9978 8377  -2
5097 4914  0
10825 5138  -2
10153 3728  2
3593 8873  3
9673 9401  -3
3209 6240  -1
4393 3066  3
5298 9657  -1
7145 10016  -2
9977 8378  -2
5096 7337  0
10832 7561  -3
10858 5001  2
3209 6241  -1
9674 9401  -3
8881 1930  2
5297 9658  -1
7145 10017  -2
5097 7336  0
5992 9913  -2
10833 7560  -3
3210 6241  -1
9673 9402  -3
5280 4729  -1
3594 8873  3
7146 10017  -2
10153 3729  2
4368 11257  1
