Metric: Rasheed-Larsen (m = 0.000029, a = 0.000029, p = 3.154701, q = 0.845299, using normal r coord); Source: No source; Terminations: Horizon (stop at 1.010000x(horizon radius)), Boundary sphere (R = 1000.000000), Time out (max integration steps: 1000000), ; ViewScreen position: (0.000000, 1000.000000, 1.570796, 0.000000), screen size: (15.000000, 15.000000), Mesh: simple square grid (100^2 pixels)
0 9  4
0 8  4
0 6  4
0 11  4
0 3  4
0 5  4
0 7  4
0 4  4
0 2  4
0 0  4
0 1  4
0 10  4
0 12  4
0 13  4
0 14  4
0 15  4
0 16  4
0 18  4
0 19  4
0 21  4
0 17  4
0 20  4
0 22  4
0 23  4
0 24  4
0 25  4
0 27  4
0 28  4
0 26  4
0 30  4
0 31  4
0 32  4
0 29  4
0 34  4
0 33  4
0 35  4
0 36  4
0 37  4
0 40  4
0 39  4
0 38  4
0 41  4
0 42  4
0 43  4
0 46  4
0 45  4
0 44  4
0 47  4
0 48  4
0 49  4
0 50  4
0 51  2
0 52  2
0 54  2
0 53  2
0 55  2
0 56  2
0 57  2
0 58  2
0 59  2
0 60  2
0 62  2
0 64  2
0 63  2
0 61  2
0 65  2
0 66  2
0 68  2
0 67  2
0 69  2
0 70  2
0 71  2
0 72  2
0 73  2
0 74  2
0 75  2
0 76  2
0 78  2
0 77  2
0 80  2
0 79  2
0 81  2
0 83  2
0 82  2
0 84  2
0 86  2
0 85  2
0 87  2
0 90  2
0 91  2
0 89  2
0 88  2
0 92  2
0 94  2
0 93  2
0 95  2
0 96  2
0 97  2
0 99  2
0 98  2
1 0  4
1 4  4
1 5  4
1 3  4
1 2  4
1 6  4
1 1  4
1 7  4
1 8  4
1 9  4
1 10  4
1 11  4
1 13  4
1 14  4
1 12  4
1 15  4
1 16  4
1 17  4
1 18  4
1 19  4
1 20  4
1 21  4
1 23  4
1 22  4
1 26  4
1 25  4
1 24  4
1 27  4
1 29  4
1 28  4
1 30  4
1 31  4
1 32  4
1 33  4
1 34  4
1 35  4
1 36  4
1 37  4
1 38  4
1 40  4
1 39  4
1 42  4
1 41  4
1 43  4
1 44  4
1 45  4
1 46  4
1 49  4
1 48  4
1 50  4
1 47  4
1 51  2
1 52  2
1 53  2
1 54  2
1 55  2
1 56  2
1 57  2
1 58  2
1 59  2
1 60  2
1 61  2
1 62  2
1 63  2
1 64  2
1 65  2
1 67  2
1 66  2
1 68  2
1 69  2
1 70  2
1 71  2
1 72  2
1 74  2
1 73  2
1 76  2
1 75  2
1 77  2
1 78  2
1 79  2
1 80  2
1 81  2
1 83  2
1 82  2
1 84  2
1 85  2
1 86  2
1 87  2
1 88  2
1 90  2
1 89  2
1 91  2
1 92  2
1 93  2
1 94  2
1 95  2
1 96  2
1 98  2
1 97  2
2 0  4
1 99  2
2 1  4
2 2  4
2 3  4
2 4  4
2 5  4
2 6  4
2 8  4
2 7  4
2 9  4
2 11  4
2 10  4
2 13  4
2 14  4
2 12  4
2 15  4
2 16  4
2 17  4
2 18  4
2 19  4
2 20  4
2 21  4
2 22  4
2 23  4
2 24  4
2 26  4
2 25  4
2 27  4
2 28  4
2 29  4
2 30  4
2 31  4
2 32  4
2 33  4
2 34  4
2 35  4
